"fecha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.06.2018 18:00";"9.3";"769.9";"772.3";"0.6";"69";"Wind blowing from the south";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.9";"";"";"";"";"";"";
"14.06.2018 15:00";"12.2";"769.3";"771.6";"-1.3";"62";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.1";"";"";"";"";"";"";
"14.06.2018 12:00";"11.2";"770.6";"772.9";"0.4";"66";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"5.1";"";"";"";"";"";"";
"14.06.2018 09:00";"5.4";"770.2";"772.4";"1.4";"94";"Wind blowing from the south-west";"3";"";"";"40%.";" ";"";"";"4.1";"8.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.5";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"3.0";"";"";
"14.06.2018 06:00";"5.1";"768.8";"771.1";"-0.2";"92";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.9";"";"";"";"";"";"";
"14.06.2018 03:00";"5.0";"769.0";"771.2";"0.3";"89";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.3";"";"";"";"";"";"";
"14.06.2018 00:00";"6.7";"768.7";"771.0";"0.5";"85";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.4";"";"";"";"";"";"";
"13.06.2018 21:00";"8.3";"768.2";"770.5";"1.3";"81";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"7.0";"11.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.2";"";"";"";"";"";"";
"13.06.2018 18:00";"8.9";"766.9";"769.3";"0.6";"79";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.4";"";"";"";"";"";"";
"13.06.2018 15:00";"10.7";"766.3";"768.5";"-0.3";"78";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.9";"";"";"";"";"";"";
"13.06.2018 12:00";"8.4";"766.6";"768.9";"1.8";"84";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"5.8";"";"";"";"";"";"";
"13.06.2018 09:00";"7.0";"764.8";"767.0";"2.1";"92";"Wind blowing from the south-west";"3";"";"";"90  or more, but not 100%";" ";"";"";"6.7";"8.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.7";"5.0";"24";"Surface of ground moist.";"6.0";"";"";
"13.06.2018 06:00";"7.5";"762.7";"765.0";"0.9";"92";"Wind blowing from the south-west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.2";"";"";"";"";"";"";
"13.06.2018 03:00";"7.9";"761.8";"764.0";"0.9";"87";"Wind blowing from the south-west";"6";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.9";"1.0";"6";"";"";"";"";
"13.06.2018 00:00";"7.7";"760.9";"763.3";"1.8";"90";"Wind blowing from the south";"8";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"9.0";"6.2";"";"";"";"";"";"";
"12.06.2018 21:00";"6.7";"759.1";"761.5";"2.4";"93";"Wind blowing from the south-west";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"6.7";"13.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"8.0";"5.6";"3.0";"6";"";"";"";"";
"12.06.2018 18:00";"8.5";"756.7";"759.0";"1.2";"90";"Wind blowing from the south-west";"5";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"9.0";"7.0";"";"";"";"";"";"";
"12.06.2018 15:00";"11.5";"755.5";"757.8";"-0.4";"91";"Wind blowing from the south-west";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"9.0";"10.1";"2.0";"6";"";"";"";"";
"12.06.2018 12:00";"12.6";"755.9";"758.2";"-0.5";"93";"Wind blowing from the north-west";"4";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"5.0";"11.5";"";"";"";"";"";"";
"12.06.2018 09:00";"11.3";"756.4";"758.6";"0.3";"96";"Wind blowing from the north-east";"2";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"10.7";"13.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"9.0";"10.7";"Trace of precipitation";"24";"Surface of ground moist.";"11.0";"";"";
"12.06.2018 06:00";"10.7";"756.1";"758.3";"0.3";"97";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"9.0";"10.3";"";"";"";"";"";"";
"12.06.2018 03:00";"11.1";"755.8";"758.0";"-0.7";"94";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"10.1";"";"";"";"";"";"";
"12.06.2018 00:00";"12.3";"756.5";"758.8";"1.2";"92";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"11.0";"";"";"";"";"";"";
"11.06.2018 21:00";"13.3";"755.3";"757.6";"2.2";"91";"Wind blowing from the south-east";"2";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"12.3";"15.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"11.8";"Trace of precipitation";"6";"";"";"";"";
"11.06.2018 18:00";"13.3";"753.1";"755.3";"1.1";"96";"Wind blowing from the south-east";"3";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"9.0";"12.6";"";"";"";"";"";"";
"11.06.2018 15:00";"14.7";"752.0";"754.3";"-1.1";"86";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"12.3";"";"";"";"";"";"";
"11.06.2018 12:00";"13.6";"753.1";"755.3";"-1.0";"92";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"12.3";"";"";"";"";"";"";
"11.06.2018 09:00";"12.3";"754.1";"756.4";"1.3";"96";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"12.0";"14.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"11.6";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"12.0";"";"";
"11.06.2018 06:00";"12.1";"752.8";"755.0";"-0.4";"95";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"11.3";"";"";"";"";"";"";
"11.06.2018 03:00";"12.6";"753.2";"755.5";"-0.6";"96";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"11.9";"";"";"";"";"";"";
"11.06.2018 00:00";"14.0";"753.8";"756.1";"0.4";"91";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"12.5";"";"";"";"";"";"";
"10.06.2018 21:00";"14.6";"753.4";"755.7";"1.2";"93";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"14.2";"17.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.5";"";"";"";"";"";"";
"10.06.2018 18:00";"16.1";"752.2";"754.4";"1.2";"85";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.5";"";"";"";"";"";"";
"10.06.2018 15:00";"17.3";"751.0";"753.3";"-1.2";"78";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"13.4";"";"";"";"";"";"";
"10.06.2018 12:00";"16.4";"752.2";"754.5";"0.2";"82";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"13.2";"";"";"";"";"";"";
"10.06.2018 09:00";"14.2";"752.0";"754.3";"0.6";"89";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"13.5";"15.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"12.4";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"13.0";"";"";
"10.06.2018 06:00";"14.0";"751.4";"753.7";"-0.8";"89";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"12.2";"";"";"";"";"";"";
"10.06.2018 03:00";"14.0";"752.2";"754.4";"-0.6";"91";"Wind blowing from the north-west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"12.5";"";"";"";"";"";"";
"10.06.2018 00:00";"14.7";"752.8";"755.1";"-0.7";"84";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"12.0";"";"";"";"";"";"";
"09.06.2018 21:00";"15.2";"753.5";"755.8";"-0.6";"77";"Wind blowing from the north-east";"2";"";"";"100%.";" ";"";"";"9.6";"16.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"11.1";"";"";"";"";"";"";
"09.06.2018 18:00";"14.3";"754.1";"756.4";"-0.8";"81";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"11.1";"";"";"";"";"";"";
"09.06.2018 15:00";"15.9";"754.9";"757.2";"-2.5";"73";"Wind blowing from the north";"4";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"11.1";"";"";"";"";"";"";
"09.06.2018 12:00";"14.1";"757.4";"759.7";"-1.1";"75";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"9.7";"";"";"";"";"";"";
"09.06.2018 09:00";"9.6";"758.5";"760.8";"0.8";"87";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"8.8";"12.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"7.5";"";"";"Surface of ground moist.";"7.0";"";"";
"09.06.2018 06:00";"9.6";"757.7";"760.0";"-0.9";"88";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"7.7";"";"";"";"";"";"";
"09.06.2018 03:00";"11.0";"758.6";"760.9";"-0.6";"92";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"9.8";"";"";"";"";"";"";
